"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000164754.15",2921.12519057999,-0.130767714965682,0.031491903138466,17.9181499503483,2.30611352774163e-05,0.000402139066990858,"RAD21","5885"
"ENSG00000004478.8",2311.02362778298,-0.0919917339100968,0.0223222995440449,17.9094097759316,2.31672826047989e-05,0.000403499184516632,"FKBP4","2288"
"ENSG00000175662.17",246.056770271617,0.232483961315925,0.0533763747191055,17.8983905459946,2.33018084041308e-05,0.000405349662214577,"TOM1L2","146691"
"ENSG00000156675.16",513.589002360364,0.122289936827553,0.0295370116741386,17.8846738111957,2.34703632125166e-05,0.000407786892470561,"RAB11FIP1","80223"
"ENSG00000204569.10",492.007070902232,0.1201150015863,0.0284395394411602,17.8576564086069,2.38059514521809e-05,0.000413116837912301,"PPP1R10","5514"
"ENSG00000092820.18",1521.48985523731,0.0846775205311622,0.020032902040241,17.8428397349417,2.39920348588615e-05,0.000415842596937027,"EZR","7430"
"ENSG00000119321.9",446.918560059644,0.0622071551710889,0.0146787379691715,17.8121356892187,2.43823142428541e-05,0.000422096729899843,"FKBP15","23307"
"ENSG00000163050.17",180.795355610038,0.1690589232996,0.0389209934345746,17.8042357062976,2.44837586962607e-05,0.000423341612970086,"COQ8A","56997"
"ENSG00000173726.11",897.999725991588,-0.0677990961810626,0.0159821927720959,17.7781545935313,2.48216897739461e-05,0.000428667591831016,"TOMM20","9804"
"ENSG00000143179.16",206.467587564224,-0.124205709865987,0.0298960886195504,17.7618539472696,2.50352719822022e-05,0.000431835846682175,"UCK2","7371"
"ENSG00000108826.16",440.519946889351,0.116228058250193,0.0269306501864938,17.7563864727383,2.51073233628935e-05,0.00043255814072562,"MRPL27","51264"
"ENSG00000129636.13",288.235354874946,0.106665084309303,0.0251021100267507,17.7499919158082,2.51918564032516e-05,0.000433493481013456,"ITFG1","81533"
"ENSG00000140691.17",40.5094405150774,0.165432562100061,0.0397428128814455,17.6767199388074,2.61811346177148e-05,0.000449976479149069,"ARMC5","79798"
"ENSG00000035141.8",593.638775746932,-0.0621613411027635,0.0148011506596174,17.6679636166815,2.63019396083403e-05,0.000451511380055029,"FAM136A","84908"
"ENSG00000132341.12",4587.99350515613,-0.0903359981157042,0.0211262732755826,17.6596775368188,2.6416772765209e-05,0.000452940216287686,"RAN","5901"
"ENSG00000179981.10",34.4216086914483,-0.191755204614343,0.0465276882959037,17.6371818571996,2.67310774862351e-05,0.000457781678240973,"TSHZ1","10194"
"ENSG00000135451.13",227.256567476828,-0.22760110065953,0.0512203921997297,17.632609758963,2.67954158937124e-05,0.000458197605191904,"TROAP","10024"
"ENSG00000125459.16",129.062993523451,-0.115719161508381,0.0277570643518674,17.6309155574881,2.68192961319944e-05,0.000458197605191904,"MSTO1","55154"
"ENSG00000185591.10",1171.2274777595,0.0772783251070665,0.0185331470894636,17.6109383028165,2.71024991379257e-05,0.000462484788860746,"SP1","6667"
"ENSG00000171469.11",351.152869828366,0.145224403710148,0.0334191367714437,17.6078172765857,2.71470142761974e-05,0.000462693582205723,"ZNF561","93134"
"ENSG00000115652.14",285.188007853284,0.0638622288764969,0.0153494415011206,17.5782947703673,2.757174482589e-05,0.000469374572843595,"UXS1","80146"
"ENSG00000120526.11",593.377099598147,-0.116714937264736,0.0278080589732757,17.5706760509588,2.76824326915269e-05,0.000470699869751302,"NUDCD1","84955"
"ENSG00000168778.12",76.4593361667094,-0.12572816399261,0.0296497085946056,17.5600978403857,2.7836858068592e-05,0.000472764838335542,"TCTN2","79867"
"ENSG00000146151.13",18.4891048697257,-0.205485997954371,0.0488191994903889,17.543877030023,2.80753398218725e-05,0.000476250794090794,"HMGCLL1","54511"
"ENSG00000117593.12",904.172625855147,-0.13121795197455,0.0307054475568585,17.5401326878431,2.81306809614699e-05,0.000476625509340082,"DARS2","55157"
"ENSG00000138942.16",329.785010139657,0.0654588278229975,0.0154690717240492,17.5278852492864,2.83124641912082e-05,0.00047913915196786,"RNF185","91445"
"ENSG00000146918.20",1389.17296727508,-0.152242278771777,0.0353485907038143,17.5176343701122,2.84655205982439e-05,0.000481161288036825,"NCAPG2","54892"
"ENSG00000126953.8",113.295834655445,-0.0953355807083514,0.022905471652009,17.45685831587,2.9390204597283e-05,0.00049620635182268,"TIMM8A","1678"
"ENSG00000118418.14",298.877856526062,-0.132777755188988,0.0309782044867317,17.4544032532343,2.94281852859934e-05,0.00049626306810521,"HMGN3","9324"
"ENSG00000115325.13",14.3080320750325,-0.240964841018605,0.0593556652000828,17.4217057226841,2.99387561457274e-05,0.000504279824433439,"DOK1","1796"
"ENSG00000145414.9",75.7310279978185,-0.10357416666636,0.0250913488076644,17.4163722782525,3.00228781536528e-05,0.000504942597692451,"NAF1","92345"
"ENSG00000119986.7",94.2625751880238,0.147566479755605,0.0343630933401571,17.4147471103421,3.00485583808888e-05,0.000504942597692451,"AVPI1","60370"
"ENSG00000142627.13",271.478858107477,0.190743553936952,0.0440395415651615,17.4097472694796,3.01277022953369e-05,0.000505679724474659,"EPHA2","1969"
"ENSG00000162636.16",376.029601650423,-0.106164874005768,0.0257443892717105,17.3899625791479,3.04429398946108e-05,0.000510373216899825,"EEIG2","284611"
"ENSG00000145907.15",848.629627890425,-0.0782694954976698,0.0190595648632607,17.3858413612555,3.05090209847048e-05,0.000510611802457324,"G3BP1","10146"
"ENSG00000185842.15",42.8191568057264,-0.197916197980045,0.0476859243160251,17.3846334741843,3.0528415983391e-05,0.000510611802457324,"DNAH14","127602"
"ENSG00000000460.17",196.551715062309,-0.133539923350438,0.0312250849941231,17.3625212476706,3.08856690894499e-05,0.000515985059123748,"FIRRM","55732"
"ENSG00000078081.8",10.8148850873849,0.496362276581335,0.11569402072653,17.3322901525366,3.13809026239062e-05,0.000523647757861271,"LAMP3","27074"
"ENSG00000185480.11",220.275331335982,-0.191642536684567,0.0458510649388523,17.3297304667431,3.14231990570924e-05,0.000523647757861271,"PARPBP","55010"
"ENSG00000136875.12",617.420620492666,-0.0635392418912446,0.0150980936835179,17.3278725033045,3.14539360624079e-05,0.000523647757861271,"PRPF4","9128"
"ENSG00000109046.15",659.810273486068,0.0944904179274753,0.0233627753926597,17.3178965594666,3.16194893774309e-05,0.000525793225911943,"WSB1","26118"
"ENSG00000182795.13",15.2883746557771,0.368092072499105,0.0866376410210934,17.3024951157485,3.18768016198989e-05,0.000528943461292718,"C1orf116","79098"
"ENSG00000143933.18",3157.73647487997,-0.109220910316736,0.0267793481813904,17.3021413358856,3.18827368883011e-05,0.000528943461292718,"CALM2","805"
"ENSG00000196428.12",381.928615016244,0.107353166636752,0.0259164966271414,17.2978039627334,3.19555941611462e-05,0.000529539290989446,"TSC22D2","9819"
"ENSG00000164070.12",540.163632466097,0.204959013400899,0.0473170247110065,17.2886597025807,3.21097441165377e-05,0.000531479298113685,"HSPA4L","22824"
"ENSG00000125378.16",82.87964112064,-0.15353450486178,0.0364783875138656,17.2759304993186,3.23255725734385e-05,0.000534434552788544,"BMP4","652"
"ENSG00000116791.14",234.539872435719,-0.141290029502513,0.0344240138469084,17.2649935224527,3.25121773752544e-05,0.000536900403798269,"CRYZ","1429"
"ENSG00000110092.4",4896.46235639738,0.0857482543739905,0.0207317921677829,17.2581887274602,3.26288255768756e-05,0.000538206658019487,"CCND1","595"
"ENSG00000266173.7",333.13425425522,0.160163797122742,0.0366535278781544,17.2523295752831,3.27296004729244e-05,0.000539248382964251,"STRADA","92335"
"ENSG00000116661.11",51.4266025626582,0.2459110766489,0.0595224524053046,17.2281448961002,3.31488878697196e-05,0.000545320751244911,"FBXO2","26232"
"ENSG00000134253.10",79.2208529460644,-0.13622726925204,0.0323518039335419,17.2258427257165,3.31890807038371e-05,0.000545320751244911,"TRIM45","80263"
"ENSG00000173334.4",298.627799448932,0.115081732926504,0.0274366306756375,17.2245144130775,3.3212293556356e-05,0.000545320751244911,"TRIB1","10221"
"ENSG00000148400.12",480.208010150153,0.290781657045379,0.0682465256730211,17.2115439113454,3.34398182049619e-05,0.000548428322825999,"NOTCH1","4851"
"ENSG00000165671.20",1758.83408944544,0.131107767017059,0.0310084219783191,17.200575680059,3.36334417433618e-05,0.000550973433084968,"NSD1","64324"
"ENSG00000114405.10",995.027547722147,-0.115779301591999,0.0270245365049957,17.1976410560268,3.36854378330329e-05,0.000551195280706272,"C3orf14","57415"
"ENSG00000107862.5",529.360934327109,0.104415077401525,0.0249842429730408,17.1861213802386,3.38903273432424e-05,0.000553915566862071,"GBF1","8729"
"ENSG00000110697.13",138.477410838777,0.255589906477236,0.0600132823036488,17.1808171027073,3.39850901875811e-05,0.000554390745515107,"PITPNM1","9600"
"ENSG00000161217.12",1164.5287027721,0.100299020051299,0.0239073104674353,17.1801652829065,3.39967535445639e-05,0.000554390745515107,"PCYT1A","5130"
"ENSG00000266338.6",666.925168921592,-0.0809980260439378,0.019540304632517,17.1742508594,3.4102767499197e-05,0.000555154784502415,"NBPF15","284565"
"ENSG00000156050.10",51.4526581579721,0.122637083152813,0.0295904791004403,17.1732318530313,3.41210663559807e-05,0.000555154784502415,"FAM161B","145483"
"ENSG00000135114.12",11.1495671405977,0.378193495968052,0.0843379255492538,17.1323833124041,3.48627909299574e-05,0.000566579643072573,"OASL","8638"
"ENSG00000131238.17",2736.34065233303,-0.120345298114143,0.0284239252858714,17.12890377654,3.49267162077776e-05,0.000566975707952757,"PPT1","5538"
"ENSG00000204580.13",1569.77558503043,0.123276308239133,0.0292604142339201,17.1092418367695,3.5290161335585e-05,0.000572227570796692,"DDR1","780"
"ENSG00000175793.12",822.97004675539,0.278024663520351,0.0620793165035279,17.1035420852718,3.53962285409836e-05,0.000573298915148542,"SFN","2810"
"ENSG00000166897.15",44.8573931037441,0.236620401896109,0.057062159855473,17.0752757957267,3.59269924961405e-05,0.000581238725101217,"ELFN2","114794"
"ENSG00000107672.15",141.259738117,-0.0871726662919467,0.0212820202444405,17.0452261428892,3.65000193765935e-05,0.000589843605122989,"NSMCE4A","54780"
"ENSG00000113504.21",242.129099869342,0.229311551909769,0.0541560681938441,17.0369566894271,3.66593181879499e-05,0.000591750751020353,"SLC12A7","10723"
"ENSG00000226479.4",350.754895191882,0.0824994935750399,0.0202086803563465,17.0269533053283,3.68529529093008e-05,0.000594207229473473,"TMEM185B","79134"
"ENSG00000163535.18",155.087889303217,-0.270661930815181,0.0643399979653747,17.0203914975633,3.6980527348871e-05,0.000595594246088446,"SGO2","151246"
"ENSG00000170855.4",1038.32663783207,0.106477083970358,0.0250979412015481,16.9669621949664,3.80359597462618e-05,0.000611905103258043,"TRIAP1","51499"
"ENSG00000132879.14",113.332171706029,0.21362583745872,0.0499088454594074,16.9527278228637,3.83222159612317e-05,0.000615819107161765,"FBXO44","93611"
"ENSG00000177084.18",923.587054518718,-0.169230028018764,0.0412755375912704,16.9355547245708,3.86704545685578e-05,0.000620719256199,"POLE","5426"
"ENSG00000205426.10",255.226188134094,0.212107552972257,0.0528508981529944,16.9248288768704,3.88895669412802e-05,0.000623538090085359,"KRT81","3887"
"ENSG00000113719.16",1626.65650551704,-0.0631250872360273,0.015457204990217,16.8815257328453,3.97869473470407e-05,0.000637213523209477,"ERGIC1","57222"
"ENSG00000115561.16",848.684755633537,0.0846174892545834,0.0205226631777667,16.873035209885,3.99653243044331e-05,0.00063935598055775,"CHMP3","51652"
"ENSG00000060688.13",350.543235873366,-0.0752934326104574,0.0180660106862811,16.8603004883382,4.02343757400432e-05,0.000642942633063298,"SNRNP40","9410"
"ENSG00000178966.16",104.011533026502,-0.177417841494332,0.0439498520214966,16.818439595709,4.11316843586675e-05,0.000656549625386571,"RMI1","80010"
"ENSG00000104365.15",147.931635282558,0.133625130644809,0.0323646542732808,16.8051184611894,4.14214280031416e-05,0.000660439097883239,"IKBKB","3551"
"ENSG00000183155.5",296.111623409483,0.0743974356961681,0.0181239596321474,16.7912906646939,4.17243625586418e-05,0.000664530014350636,"RABIF","5877"
"ENSG00000183597.16",194.819775007285,0.140061773305109,0.0340226042161296,16.7849248032098,4.18645713702973e-05,0.000665972091571156,"TANGO2","128989"
"ENSG00000103066.13",121.028922291689,0.168776674415586,0.0414779266499883,16.7829650968829,4.19078293984361e-05,0.000665972091571156,"PLA2G15","23659"
"ENSG00000198742.9",703.931083204757,0.0903516860216372,0.0223050702438601,16.7706977689184,4.2179637991894e-05,0.000669549203738437,"SMURF1","57154"
"ENSG00000107262.24",589.879071512123,0.0874960361169251,0.0212901176578503,16.7530681350338,4.25733665442302e-05,0.00067505158854535,"BAG1","573"
"ENSG00000164934.14",1127.39482753463,-0.122235916857917,0.0302224864686714,16.7450105402409,4.2754547768171e-05,0.000677175345534767,"DCAF13","25879"
"ENSG00000166226.13",3369.20105978054,-0.068586312011922,0.0169817176223288,16.6891259449208,4.4032671336689e-05,0.000696649349823511,"CCT2","10576"
"ENSG00000162520.15",34.3242257054937,0.404483771361358,0.0904408423737772,16.6795005272437,4.42566586239063e-05,0.00069942110773437,"SYNC","81493"
"ENSG00000144355.15",35.6066499464608,-0.172252525142443,0.043040668104559,16.6673543349784,4.454094088838e-05,0.00070313859768066,"DLX1","1745"
"ENSG00000123384.14",314.926256011012,0.29102874755281,0.0666375653724776,16.6485455577807,4.49847884011319e-05,0.000709364089044912,"LRP1","4035"
"ENSG00000125746.16",155.92672965348,0.179178350106487,0.0432786361706538,16.6445759193152,4.50790303169311e-05,0.000709841056171737,"EML2","24139"
"ENSG00000130147.16",342.394846847649,0.0960376421256404,0.0236994027998164,16.6431017523022,4.51140785665168e-05,0.000709841056171737,"SH3BP4","23677"
"ENSG00000163960.12",646.047181025374,0.180838467744234,0.0452276197117326,16.6345471976141,4.53180041434763e-05,0.000712267841439243,"UBXN7","26043"
"ENSG00000080546.13",1092.04599820692,0.13365768468693,0.0325978507205629,16.6073819829222,4.59717399442075e-05,0.000721277907422121,"SESN1","27244"
"ENSG00000164741.15",96.0986329920254,-0.204371386289487,0.0510341798425547,16.6065501173796,4.59919078682725e-05,0.000721277907422121,"DLC1","10395"
"ENSG00000122126.17",402.008632422006,0.0675403670779675,0.0164664674671575,16.5928320872323,4.63257765291224e-05,0.000725719869692285,"OCRL","4952"
"ENSG00000175155.10",195.771913820062,0.126811130087991,0.0302188318466877,16.5477095401209,4.74412537445947e-05,0.000742383112636484,"YPEL2","388403"
"ENSG00000151576.10",236.806180551651,-0.107543272252263,0.0268429675626194,16.5368067426832,4.77148092796214e-05,0.000745628185009708,"QTRT2","79691"
"ENSG00000160293.17",464.524914273056,0.108429137045751,0.0264952872618602,16.5353029947131,4.77526631672186e-05,0.000745628185009708,"VAV2","7410"
"ENSG00000068745.15",459.206271076221,0.0977266424907631,0.023628452463284,16.5296616883401,4.78949412337939e-05,0.000747036003966487,"IP6K2","51447"
"ENSG00000071539.14",431.210176815113,-0.153920252474993,0.0372450785565549,16.4974961341211,4.8714363388196e-05,0.000758749952894708,"TRIP13","9319"
"ENSG00000197324.9",1078.69984194991,0.176307860217747,0.0421213915452309,16.4960385239788,4.87518282835235e-05,0.000758749952894708,"LRP10","26020"
"ENSG00000157184.7",384.145919492855,0.0961981332755592,0.0232176138166311,16.4458146887471,5.00605809450552e-05,0.0007782737172087,"CPT2","1376"
"ENSG00000100292.17",35.2645777173868,0.160442455518686,0.0397025186033712,16.431617734742,5.04368950136033e-05,0.000783274597101831,"HMOX1","3162"
"ENSG00000153898.13",13.0614216082942,-0.262145994225547,0.0640537524705642,16.350407617309,5.26448384374004e-05,0.000816678694980191,"MCOLN2","255231"
"ENSG00000140545.15",82.4997144739885,0.202420912986538,0.0472088342632928,16.3217314530974,5.34474938296257e-05,0.000828233920598762,"MFGE8","4240"
"ENSG00000105971.15",215.880055362651,0.146251269849944,0.0356418965848031,16.316352860281,5.35994073997531e-05,0.000829691042838079,"CAV2","858"
"ENSG00000170270.5",119.188381167138,-0.104791275929568,0.0260425142430531,16.2782672402043,5.46875972270172e-05,0.000845622458092842,"GON7","84520"
"ENSG00000152990.14",142.070286180833,-0.0872324379819051,0.0214615138556328,16.2656129830788,5.50540524985503e-05,0.000850371539347221,"ADGRA3","166647"
"ENSG00000171241.9",163.719068814166,-0.231196253493624,0.0555589601603902,16.2616858884434,5.51682787453098e-05,0.000851218630285545,"SHCBP1","79801"
"ENSG00000196663.16",170.782730885372,0.122701483053929,0.029439041463937,16.236851932777,5.58961562675336e-05,0.000861522047246049,"TECPR2","9895"
"ENSG00000168496.4",709.233563893054,-0.148892454667431,0.0350827849670627,16.2296922605203,5.61077925819353e-05,0.000863855100826489,"FEN1","2237"
"ENSG00000121211.8",77.9334966492868,-0.20155142611962,0.0479544393523633,16.2223609318177,5.63253380471143e-05,0.000866274029578687,"MND1","84057"
"ENSG00000132256.19",53.2646870436102,0.160463126147766,0.0395901350811007,16.1984014993129,5.70422294467639e-05,0.000874607298920342,"TRIM5","85363"
"ENSG00000112183.15",82.0115772923042,-0.129424255261422,0.0323497657264496,16.1971469119025,5.70800198347216e-05,0.000874607298920342,"RBM24","221662"
"ENSG00000131015.5",60.2808528839204,0.17422262597916,0.0411599028794346,16.1963704082073,5.71034221100621e-05,0.000874607298920342,"ULBP2","80328"
"ENSG00000151715.8",156.925901600915,0.130177311303629,0.033130228288741,16.1961112671261,5.7111234253484e-05,0.000874607298920342,"TMEM45B","120224"
"ENSG00000143473.13",15.4267373291137,-0.315703222326893,0.0766113648758897,16.1873888099516,5.73748118902961e-05,0.000876774141023699,"KCNH1","3756"
"ENSG00000256235.2",44.8994032823762,0.177706015882623,0.0424243083845867,16.1873805394998,5.73750623887421e-05,0.000876774141023699,"SMIM3","85027"
